item_id,item_name,inventory_count,sold_count,item_description,retail_price,vendor_price,vendor_id
3576,Furniture Component,63,63,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Nam a lectus nibh.,75.95,0,770001
3577,Engine Component,54,54,"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos",192,0,770222
3578,Dining Item,36,36,"Praesent faucibus, nibh sed convallis lobortis, enim erat gravida ante, ut vehicula quam orci in orci",34.99,0,779999
3579,Tire Paraphernalia,65,65,Maecenas eu posuere sapien,120.95,0,770003
3580,Camera Doodad,18,18,Donec feugiat tellus in odio volutpat commodo,71,0,770002
3581,Personal Paraphernalia,68,68,Nulla id mi quis lorem malesuada gravida.,48,0,770001
3582,Outdoors Mechanism,55,55,Mauris mattis mauris vitae scelerisque condimentum,184,0,770222
3583,Dog Thingamajig,21,21,Etiam dignissim neque non mattis blandit,57.99,0,779999
3584,Skin Care Device,71,71,"In semper urna sem, sagittis rutrum magna volutpat in",137.95,0,770003
3585,Cooking Supplies,65,65,Etiam ut purus nunc,149,0,770002
3586,Vitamin Rig,71,71,"Nulla vestibulum fringilla nulla, eget ornare urna hendrerit quis",183.99,0,770001
3587,Camera Component,73,73,Nulla non nibh ante,85.99,0,770222
3588,Dining Kit,66,66,Praesent maximus cursus imperdiet,117.95,0,779999
3589,Baby Instrument,76,76,"Fusce rutrum erat mattis sem molestie, eget lobortis neque dapibus",105.99,0,770003
3590,Camping Mechanism,41,41,"Duis mauris leo, elementum at felis non, cursus maximus leo",187,0,770002
3591,Sports Thingamajig,53,53,"Phasellus non ligula congue, bibendum nisl et, viverra nulla",27.95,0,770001
3592,Womens Equipment,22,22,Pellentesque bibendum et dui non efficitur,170.99,0,770222
3593,Personal Item,37,37,"Morbi eleifend libero vel augue gravida, nec maximus libero tincidunt",41,0,779999
3594,Movie Supplies,60,60,Integer pellentesque fringilla libero quis cursus,62.95,0,770003
3595,Skin Care Widget,26,26,"Fusce elit mi, tincidunt quis nisl commodo, ultrices ornare sem",90.99,0,770002
3596,Makeup Mechanism,65,65,Phasellus mattis justo non metus vulputate vehicula,95,0,770001
3597,Cat Device,53,53,Proin gravida mauris vel sem lacinia mattis,139,0,770222
3598,Storage Device,32,32,Praesent mollis a lacus ornare fringilla,191,0,779999
3599,Camera Widget,60,60,Proin vestibulum porttitor luctus,120.99,0,770003
3600,Personal Gear,31,31,"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos",86.99,0,770002
3601,Movie Item,70,70,"Integer quis tristique magna, eu fringilla lorem",48.95,0,770001
3602,Hair Care Mechanism,40,40,Suspendisse faucibus volutpat lacus quis auctor,34,0,770222
3603,Hair Care Paraphernalia,76,76,Donec quis elit sit amet justo porttitor condimentum et nec urna,190.95,0,779999
3604,Gardening Component,19,19,Praesent ac nulla et nibh fringilla ultricies,98,0,770003
3605,Kitchen Kit,62,62,"Phasellus vehicula mauris vitae ante rhoncus, et volutpat sapien faucibus",49.95,0,770002
3606,Truck Accessory,54,54,Nulla vulputate lobortis odio ac mollis,157.95,0,770001
3607,Biking Contraption,33,33,Nunc placerat tempor ipsum,24.99,0,770222
3608,Tire Kit,65,65,"Fusce nec diam aliquet, faucibus erat in, accumsan arcu",112.99,0,779999
3609,Dog Kit,32,32,In et justo non elit molestie dapibus sed eu velit,196,0,770003
3610,Phone Supplies,32,32,"Mauris nunc mauris, pellentesque sit amet erat a, rhoncus placerat purus",144.95,0,770002
3611,Kids Accessory,73,73,"Etiam dui nunc, sodales ultrices laoreet vel, varius vel purus",66.95,0,770001
3612,Technology Apparatus,30,30,"Mauris sem erat, fringilla id lectus sit amet, vestibulum tempor arcu.",163.99,0,770222
3613,Cat Kit,50,50,"Phasellus purus mauris, bibendum sit amet leo eu, tempor vestibulum neque",42.95,0,779999
3614,Music Device,69,69,Mauris suscipit purus sed volutpat dictum,117,0,770003
3615,Bath Supplies,44,44,"Suspendisse eu nunc consequat, tincidunt diam eget, ornare diam",162.95,0,770002
3616,Aquarium Supplies,23,23,Nulla facilisi,15,0,770001
3617,Sports Rig,65,65,Suspendisse potenti,109.95,0,770222
3618,Technology Attachment,21,21,"Vestibulum dui mauris, sagittis sit amet tristique eget, pellentesque non nibh",83,0,779999
3619,Nutrition Apparatus,55,55,Morbi ultrices et neque eu suscipit,60.95,0,770003
3620,Jewelry Rig,23,23,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Suspendisse luctus luctus metus et eleifend,18.95,0,770002
3621,Skin Care Tool,35,35,"Proin tellus nunc, cursus quis massa a, congue dictum massa",81,0,770003
3622,Cooking Widget,77,77,Curabitur vulputate massa nec elit feugiat volutpat,48.99,0,770002
3623,Womens Item,77,77,Pellentesque faucibus tempor mi eget tincidunt,42.95,0,770001
